"","country","region","year","co2","population","gdp","tpes"
"2387","Hungary","OECD Europe",1987,79.129354,10.486,176.03,1286.271
"2388","Iceland","OECD Europe",1987,1.743228,0.246,7.245,80.8817
"2389","Ireland","OECD Europe",1987,29.0976,3.543,60.918,386.6645
"2390","Italy","OECD Europe",1987,362.594733,56.602,1557.773,5704.7393
"2391","Latvia","OECD Europe",1987,NA,NA,NA,NA
"2392","Luxembourg","OECD Europe",1987,9.418311,0.371,15.716,123.2949
"2393","Netherlands","OECD Europe",1987,145.321863,14.664,417.57,2694.0112
"2394","Norway","OECD Europe",1987,27.573827,4.187,164.704,884.9885
"2395","Poland","OECD Europe",1987,443.725,37.664,408.11,5575.7581
"2396","Portugal","OECD Europe",1987,27.749583,10.091,170.044,521.2244
"2397","Slovak Republic","OECD Europe",1987,53.520699,5.222,76.669,891.0314
"2398","Slovenia","OECD Europe",1987,14.1045339,1.99,31.843,243.4655
"2399","Spain","OECD Europe",1987,178.099346,39.12,794.698,3104.5037
"2400","Sweden","OECD Europe",1987,58.009079,8.398,242.181,2026.2913
"2401","Switzerland","OECD Europe",1987,40.007707,6.619,273.69,940.159
"2402","Turkey","OECD Europe",1987,113.76955,52.37,532.334,1966.6143
"2403","United Kingdom","OECD Europe",1987,562.518507,56.804,1384.486,8606.847
"2404","Albania","Non-OECD Europe and Eurasia",1987,7.237258,3.084,14.338,119.0204
"2405","Armenia","Non-OECD Europe and Eurasia",1987,NA,NA,NA,NA
"2406","Azerbaijan","Non-OECD Europe and Eurasia",1987,NA,NA,NA,NA
"2407","Belarus","Non-OECD Europe and Eurasia",1987,NA,NA,NA,NA
"2408","Bosnia and Herzegovina","Non-OECD Europe and Eurasia",1987,NA,NA,NA,NA
"2409","Bulgaria","Non-OECD Europe and Eurasia",1987,84.246578,8.971,82.039,1281.243
"2410","Croatia","Non-OECD Europe and Eurasia",1987,NA,NA,NA,NA
"2411","Cyprus","Non-OECD Europe and Eurasia",1987,3.593886,0.551,10.732,49.5352
"2412","FYR of Macedonia","Non-OECD Europe and Eurasia",1987,NA,NA,NA,NA
"2413","Georgia","Non-OECD Europe and Eurasia",1987,NA,NA,NA,NA
"2414","Gibraltar","Non-OECD Europe and Eurasia",1987,0.127488,0.028,0.537,2.0756
"2415","Kazakhstan","Non-OECD Europe and Eurasia",1987,NA,NA,NA,NA
"2416","Kosovo","Non-OECD Europe and Eurasia",1987,NA,NA,NA,NA
"2417","Kyrgyzstan","Non-OECD Europe and Eurasia",1987,NA,NA,NA,NA
"2418","Lithuania","Non-OECD Europe and Eurasia",1987,NA,NA,NA,NA
"2419","Malta","Non-OECD Europe and Eurasia",1987,1.964039,0.344,4.325,25.2495
"2420","Republic of Moldova","Non-OECD Europe and Eurasia",1987,NA,NA,NA,NA
"2421","Montenegro","Non-OECD Europe and Eurasia",1987,NA,NA,NA,NA
"2422","Romania","Non-OECD Europe and Eurasia",1987,188.872603,22.949,280.147,2909.0262
"2423","Russian Federation","Non-OECD Europe and Eurasia",1987,NA,NA,NA,NA
"2424","Serbia","Non-OECD Europe and Eurasia",1987,NA,NA,NA,NA
"2425","Tajikistan","Non-OECD Europe and Eurasia",1987,NA,NA,NA,NA
"2426","Turkmenistan","Non-OECD Europe and Eurasia",1987,NA,NA,NA,NA
"2427","Ukraine","Non-OECD Europe and Eurasia",1987,NA,NA,NA,NA
"2428","Uzbekistan","Non-OECD Europe and Eurasia",1987,NA,NA,NA,NA
"2429","Former Soviet Union (if no detail)","Non-OECD Europe and Eurasia",1987,3259.518829,281.127,3454.333,55472.7294
"2430","Former Yugoslavia (if no detail)","Non-OECD Europe and Eurasia",1987,118.512056,23.02,234.635,1834.0211
"2431","Algeria","Africa",1987,47.119477,23.918,249.433,828.7063
"2432","Angola","Africa",1987,2.848264,10.286,49.575,216.4401
"2433","Benin","Africa",1987,0.359786,4.546,6.517,66.1055
"2434","Botswana","Africa",1987,1.792627,1.261,7.593,39.2546
"2435","Cameroon","Africa",1987,2.278205,11.032,38.528,192.9372
"2436","Congo","Africa",1987,0.721668,2.202,11.655,32.0094
"2437","Côte d'Ivoire","Africa",1987,3.048313,10.94,37.278,175.5982
"2438","Dem. Rep. of Congo","Africa",1987,3.315745,31.722,46.854,442.3054
"2439","Egypt","Africa",1987,70.794528,52.174,284.433,1175.6544
"2440","Eritrea","Africa",1987,NA,NA,NA,NA
"2441","Ethiopia","Africa",1987,1.861089,43.47,29.859,866.7909
"2442","Gabon","Africa",1987,1.277435,0.877,14.12,53.9828
"2443","Ghana","Africa",1987,2.318853,13.48,23.987,205.3569
"2444","Kenya","Africa",1987,5.416637,21.14,47.115,412.9031
"2445","Libya","Africa",1987,22.735266,4.077,93.955,460.9144
"2446","Mauritius","Africa",1987,0.807036,1.036,6.272,22.2104
"2447","Morocco","Africa",1987,17.156566,23.561,80.843,273.6753
"2448","Mozambique","Africa",1987,1.469708,13.143,4.222,261.1209
"2449","Namibia","Africa",1987,NA,NA,NA,NA
"2450","Niger","Africa",1987,NA,NA,NA,NA
"2451","Nigeria","Africa",1987,31.170459,88.413,219.885,2496.6778
"2452","Senegal","Africa",1987,2.068097,6.847,13.364,72.8702
"2453","South Africa","Africa",1987,234.708243,34.463,336.065,3903.7057
"2454","South Sudan","Africa",1987,NA,NA,NA,NA
"2455","Sudan","Africa",1987,3.000719,23.791,43.134,395.858
"2456","United Rep. of Tanzania","Africa",1987,1.537496,23.204,30.798,382.9171
"2457","Togo","Africa",1987,0.523131,3.472,4.525,47.6953
"2458","Tunisia","Africa",1987,9.970333,7.692,41.403,174.5935
"2459","Zambia","Africa",1987,2.707936,7.469,17.585,216.7719
"2460","Zimbabwe","Africa",1987,14.402472,9.536,21.437,357.987
"2461","Other Africa","Africa",1987,14.149295,104.653,130.477,1409.7701
"2462","Bangladesh","Asia",1987,9.39746,98.149,120.455,439.1493
"2463","Brunei Darussalam","Asia",1987,2.993712,0.236,19.191,67.2332
"2464","Cambodia","Asia",1987,NA,NA,NA,NA
"2465","DPR of Korea","Asia",1987,121.565771,19.335,148.75,1428.0232
"2466","India","Asia",1987,442.347117,817.232,1233.907,11115.1668
"2467","Indonesia","Asia",1987,95.809907,171.729,674.518,3139.6268
"2468","Malaysia","Asia",1987,33.731665,16.704,142.682,739.2705
"2469","Mongolia","Asia",1987,13.563128,2.033,10.34,148.6611
"2470","Myanmar","Asia",1987,4.514308,40.005,43.007,451.0642
"2471","Nepal","Asia",1987,0.747199,17.472,18.718,224.6253
"2472","Pakistan","Asia",1987,45.181621,98.302,273.135,1548.9175
"2473","Philippines","Asia",1987,32.675338,57.313,208.351,1039.8769
"2474","Singapore","Asia",1987,17.226746,2.775,76.003,320.3964
"2475","Sri Lanka","Asia",1987,3.963578,16.339,54.99,224.4408
"2476","Chinese Taipei","Asia",1987,85.952976,19.662,243.703,1624.2795
"2477","Thailand","Asia",1987,49.997544,53.98,260.951,1201.791
"2478","Viet Nam","Asia",1987,21.577315,61.75,81.844,741.1089
"2479","Other Asia","Asia",1987,10.257599,30.855,62.038,273.7513
"2480","People's Rep. of China","China",1987,1830.202577,1084.035,1395.581,31517.3153
"2481","Hong Kong, China","China",1987,27.758968,5.581,130.832,343.4781
"2482","Argentina","Non-OECD Americas",1987,101.134091,31.326,342.447,1937.2558
"2483","Bolivia","Non-OECD Americas",1987,4.346417,6.465,22.283,92.4054
"2484","Brazil","Non-OECD Americas",1987,179.345029,142.437,1514.147,5889.4008
"2485","Colombia","Non-OECD Americas",1987,42.607555,32.324,221.667,942.0249
"2486","Costa Rica","Non-OECD Americas",1987,2.203154,2.872,20.295,59.1132
"2487","Cuba","Non-OECD Americas",1987,34.592925,10.269,140.114,665.2406
"2488","Curaçao","Non-OECD Americas",1987,3.962103,0.186,1.367,60.5203
"2489","Dominican Republic","Non-OECD Americas",1987,8.080442,6.765,37.044,166.6347
"2490","Ecuador","Non-OECD Americas",1987,11.620831,9.504,67.458,239.7343
"2491","El Salvador","Non-OECD Americas",1987,1.999358,5.052,21.629,106.4926
"2492","Guatemala","Non-OECD Americas",1987,2.719127,8.524,41.582,160.1274
"2493","Haiti","Non-OECD Americas",1987,0.812623,6.671,14.219,63.2093
"2494","Honduras","Non-OECD Americas",1987,1.899509,4.498,14.096,90.6407
"2495","Jamaica","Non-OECD Americas",1987,4.688713,2.349,14.893,75.333
"2496","Nicaragua","Non-OECD Americas",1987,2.162887,3.883,14.262,81.6729
"2497","Panama","Non-OECD Americas",1987,3.052871,2.318,19.897,70.9377
"2498","Paraguay","Non-OECD Americas",1987,1.610985,3.885,21.132,113.7268
"2499","Peru","Non-OECD Americas",1987,20.893979,20.452,149.392,463.2213
"2500","Suriname","Non-OECD Americas",1987,NA,NA,NA,NA
"2501","Trinidad and Tobago","Non-OECD Americas",1987,7.176145,1.195,14.515,209.61
"2502","Uruguay","Non-OECD Americas",1987,3.319951,3.05,29.139,91.7429
"2503","Venezuela","Non-OECD Americas",1987,83.967544,18.438,272.994,1593.2556
"2504","Other Non-OECD Americas","Non-OECD Americas",1987,11.102417,2.942,26.27,175.6652
"2505","Bahrain","Middle East",1987,9.615992,0.449,15.336,179.0266
"2506","Islamic Rep. of Iran","Middle East",1987,143.913234,51.152,494.477,2312.4251
"2507","Iraq","Middle East",1987,43.995481,16.294,129.002,661.5497
"2508","Jordan","Middle East",1987,8.680473,2.982,25.556,124.6597
"2509","Kuwait","Middle East",1987,43.139967,1.918,93.14,691.9174
"2510","Lebanon","Middle East",1987,7.229389,2.672,39.81,111.5369
"2511","Oman","Middle East",1987,6.307667,1.621,52.599,95.8304
"2512","Qatar","Middle East",1987,11.63151,0.423,35.442,259.0072
"2513","Saudi Arabia","Middle East",1987,130.168593,14.642,482.956,2299.4826
"2514","Syrian Arab Republic","Middle East",1987,23.794369,11.375,45.707,374.5317
"2515","United Arab Emirates","Middle East",1987,44.222911,1.519,157.015,724.316
"2516","Yemen","Middle East",1987,5.643468,10.543,34.854,93.4087
"2517","Canada","OECD Americas",1988,426.605117,26.792,834.765,8845.0116
"2518","Chile","OECD Americas",1988,24.801466,12.748,94.908,489.7632
"2519","Mexico","OECD Americas",1988,248.249247,83.724,930.02,4709.7997
"2520","United States","OECD Americas",1988,4841.328748,245.061,8577.995,80355.4519
"2521","Australia","OECD Asia Oceania",1988,240.829324,16.687,473.748,3255.1666
"2522","Israel","OECD Asia Oceania",1988,30.693603,4.442,83.038,455.9699
"2523","Japan","OECD Asia Oceania",1988,936.583253,122.745,3218.31,16646.4891
"2524","Korea","OECD Asia Oceania",1988,191.923562,42.031,424.645,3098.9709
"2525","New Zealand","OECD Asia Oceania",1988,20.406082,3.318,75.85,496.2206
"2526","Austria","OECD Europe",1988,50.328266,7.585,214.94,1017.7114
"2527","Belgium","OECD Europe",1988,102.993904,9.904,280.074,1977.8581
"2528","Czech Republic","OECD Europe",1988,172.992065,10.356,195.341,2114.1085
"2529","Denmark","OECD Europe",1988,55.980931,5.13,166.528,782.191
"2530","Estonia","OECD Europe",1988,NA,NA,NA,NA
"2531","Finland","OECD Europe",1988,51.457077,4.947,132.695,1157.7753
"2532","France","OECD Europe",1988,333.454498,57.572,1571.929,8844.0341
"2533","Germany","OECD Europe",1988,989.913883,78.115,2207.077,15145.5533
"2534","Greece","OECD Europe",1988,63.848396,10.141,199.508,799.6587
"2535","Hungary","OECD Europe",1988,74.468755,10.443,175.914,1270.6137
"2536","Iceland","OECD Europe",1988,1.827026,0.25,7.239,82.42
"2537","Ireland","OECD Europe",1988,28.097174,3.531,64.096,382.6578
"2538","Italy","OECD Europe",1988,366.699234,56.629,1623.112,5839.1804
"2539","Latvia","OECD Europe",1988,NA,NA,NA,NA
"2540","Luxembourg","OECD Europe",1988,9.865299,0.374,17.046,127.562
"2541","Netherlands","OECD Europe",1988,143.289623,14.76,431.939,2670.3348
"2542","Norway","OECD Europe",1988,27.725517,4.209,164.284,848.9892
"2543","Poland","OECD Europe",1988,432.855055,37.862,424.291,5539.6022
"2544","Portugal","OECD Europe",1988,28.852837,10.065,182.779,545.1773
"2545","Slovak Republic","OECD Europe",1988,54.32133,5.25,78.156,902.6631
"2546","Slovenia","OECD Europe",1988,13.9121601,2,31.001,240.9201
"2547","Spain","OECD Europe",1988,181.288017,39.206,835.183,3352.8621
"2548","Sweden","OECD Europe",1988,55.575033,8.436,248.379,2067.9201
"2549","Switzerland","OECD Europe",1988,39.861832,6.672,282.661,948.7561
"2550","Turkey","OECD Europe",1988,108.7634,53.268,543.622,1979.7761
"2551","United Kingdom","OECD Europe",1988,561.021806,56.916,1464.611,8683.0165
"2552","Albania","Non-OECD Europe and Eurasia",1988,7.165906,3.142,14.134,122.0572
"2553","Armenia","Non-OECD Europe and Eurasia",1988,NA,NA,NA,NA
"2554","Azerbaijan","Non-OECD Europe and Eurasia",1988,NA,NA,NA,NA
"2555","Belarus","Non-OECD Europe and Eurasia",1988,NA,NA,NA,NA
"2556","Bosnia and Herzegovina","Non-OECD Europe and Eurasia",1988,NA,NA,NA,NA
"2557","Bulgaria","Non-OECD Europe and Eurasia",1988,83.178642,8.981,91.018,1311.7208
"2558","Croatia","Non-OECD Europe and Eurasia",1988,NA,NA,NA,NA
"2559","Cyprus","Non-OECD Europe and Eurasia",1988,3.648693,0.557,11.66,50.6374
"2560","FYR of Macedonia","Non-OECD Europe and Eurasia",1988,NA,NA,NA,NA
"2561","Georgia","Non-OECD Europe and Eurasia",1988,NA,NA,NA,NA
"2562","Gibraltar","Non-OECD Europe and Eurasia",1988,0.142779,0.028,0.564,2.4116
"2563","Kazakhstan","Non-OECD Europe and Eurasia",1988,NA,NA,NA,NA
"2564","Kosovo","Non-OECD Europe and Eurasia",1988,NA,NA,NA,NA
"2565","Kyrgyzstan","Non-OECD Europe and Eurasia",1988,NA,NA,NA,NA
"2566","Lithuania","Non-OECD Europe and Eurasia",1988,NA,NA,NA,NA
"2567","Malta","Non-OECD Europe and Eurasia",1988,2.137632,0.347,4.688,27.2132
"2568","Republic of Moldova","Non-OECD Europe and Eurasia",1988,NA,NA,NA,NA
"2569","Montenegro","Non-OECD Europe and Eurasia",1988,NA,NA,NA,NA
"2570","Romania","Non-OECD Europe and Eurasia",1988,193.79307,23.058,278.746,2928.653
"2571","Russian Federation","Non-OECD Europe and Eurasia",1988,NA,NA,NA,NA
"2572","Serbia","Non-OECD Europe and Eurasia",1988,NA,NA,NA,NA
"2573","Tajikistan","Non-OECD Europe and Eurasia",1988,NA,NA,NA,NA
"2574","Turkmenistan","Non-OECD Europe and Eurasia",1988,NA,NA,NA,NA
"2575","Ukraine","Non-OECD Europe and Eurasia",1988,NA,NA,NA,NA
"2576","Uzbekistan","Non-OECD Europe and Eurasia",1988,NA,NA,NA,NA
"2577","Former Soviet Union (if no detail)","Non-OECD Europe and Eurasia",1988,3299.14089,283.616,3517.416,57062.2536
"2578","Former Yugoslavia (if no detail)","Non-OECD Europe and Eurasia",1988,124.335375,23.176,228.434,1862.6736
"2579","Algeria","Africa",1988,49.529126,24.591,246.939,874.8556
"2580","Angola","Africa",1988,3.213356,10.545,52.352,225.2284
"2581","Benin","Africa",1988,0.356106,4.685,6.739,67.8144
"2582","Botswana","Africa",1988,2.151895,1.3,9.07,46.1959
"2583","Cameroon","Africa",1988,2.49219,11.37,35.514,199.0681
"2584","Congo","Africa",1988,0.673541,2.262,11.861,31.1535
"2585","Côte d'Ivoire","Africa",1988,3.060302,11.337,37.702,178.7252
"2586","Dem. Rep. of Congo","Africa",1988,3.482193,32.689,47.075,458.6517
"2587","Egypt","Africa",1988,72.026747,53.618,299.51,1203.8602
"2588","Eritrea","Africa",1988,NA,NA,NA,NA
"2589","Ethiopia","Africa",1988,1.928818,44.909,30.009,894.7177
"2590","Gabon","Africa",1988,1.441729,0.901,15.934,57.0822
"2591","Ghana","Africa",1988,2.388207,13.853,25.337,200.9483
"2592","Kenya","Africa",1988,5.375739,21.899,50.038,423.4096
"2593","Libya","Africa",1988,25.043834,4.188,101.077,443.0384
"2594","Mauritius","Africa",1988,0.900791,1.043,6.697,22.4492
"2595","Morocco","Africa",1988,17.960948,24.027,90.443,287.2739
"2596","Mozambique","Africa",1988,1.481937,13.124,4.568,257.9969
"2597","Namibia","Africa",1988,NA,NA,NA,NA
"2598","Niger","Africa",1988,NA,NA,NA,NA
"2599","Nigeria","Africa",1988,32.643061,90.774,236.47,2570.8087
"2600","Senegal","Africa",1988,1.966471,7.063,13.285,69.2934
"2601","South Africa","Africa",1988,233.436705,35.196,350.18,4061.6544
"2602","South Sudan","Africa",1988,NA,NA,NA,NA
"2603","Sudan","Africa",1988,4.379323,24.404,42.991,420.6003
"2604","United Rep. of Tanzania","Africa",1988,1.584592,23.915,32.154,389.8337
"2605","Togo","Africa",1988,0.506934,3.579,4.826,48.6918
"2606","Tunisia","Africa",1988,10.802295,7.871,41.433,183.411
"2607","Zambia","Africa",1988,3.022034,7.696,18.69,228.4863
"2608","Zimbabwe","Africa",1988,14.027231,9.867,23.056,362.4711
"2609","Other Africa","Africa",1988,14.436086,107.942,136.164,1454.4832
"2610","Bangladesh","Asia",1988,9.75791,100.78,123.365,482.611
"2611","Brunei Darussalam","Asia",1988,3.13179,0.243,19.402,55.89
"2612","Cambodia","Asia",1988,NA,NA,NA,NA
"2613","DPR of Korea","Asia",1988,123.4181,19.611,157.147,1454.2334
"2614","India","Asia",1988,466.937022,834.944,1352.705,11720.097
"2615","Indonesia","Asia",1988,104.622726,175.001,713.508,3225.2014
"2616","Malaysia","Asia",1988,35.658179,17.202,156.861,775.4349
"2617","Mongolia","Asia",1988,14.414036,2.09,10.868,158.4071
"2618","Myanmar","Asia",1988,4.27803,40.711,38.124,446.0875
"2619","Nepal","Asia",1988,0.739574,17.865,20.159,229.8818
"2620","Pakistan","Asia",1988,48.999165,101.421,293.962,1625.9452
"2621","Philippines","Asia",1988,34.654276,58.844,222.42,1099.8612
"2622","Singapore","Asia",1988,19.696331,2.846,84.451,355.2338
"2623","Sri Lanka","Asia",1988,3.765158,16.593,56.35,227.6553
"2624","Chinese Taipei","Asia",1988,100.19554,19.856,263.244,1779.917
"2625","Thailand","Asia",1988,57.105897,54.934,295.627,1370.3387
"2626","Viet Nam","Asia",1988,20.900561,63.263,86.046,748.0314
"2627","Other Asia","Asia",1988,10.004575,31.415,62.612,272.9242
"2628","People's Rep. of China","China",1988,1972.437256,1101.63,1552.367,33224.3431
"2629","Hong Kong, China","China",1988,31.017053,5.628,141.968,388.7996
"2630","Argentina","Non-OECD Americas",1988,106.569992,31.796,333.691,2003.2373
"2631","Bolivia","Non-OECD Americas",1988,4.264119,6.593,22.931,96.5584
"2632","Brazil","Non-OECD Americas",1988,182.450003,145.15,1512.593,5968.8594
"2633","Colombia","Non-OECD Americas",1988,43.082171,32.976,230.667,970.4829
"2634","Costa Rica","Non-OECD Americas",1988,2.308592,2.945,21.07,60.5575
"2635","Cuba","Non-OECD Americas",1988,36.508838,10.379,145.306,698.7456
"2636","Curaçao","Non-OECD Americas",1988,3.456349,0.187,1.414,54.8409
"2637","Dominican Republic","Non-OECD Americas",1988,8.130294,6.903,37.842,159.5175
"2638","Ecuador","Non-OECD Americas",1988,12.288061,9.739,71.432,251.0653
"2639","El Salvador","Non-OECD Americas",1988,2.087376,5.118,22.035,99.3621
"2640","Guatemala","Non-OECD Americas",1988,2.904873,8.729,43.2,166.5596
"2641","Haiti","Non-OECD Americas",1988,0.886109,6.813,14.299,65.3983
"2642","Honduras","Non-OECD Americas",1988,2.094643,4.631,14.746,94.9626
"2643","Jamaica","Non-OECD Americas",1988,4.87432,2.36,15.485,76.8065
"2644","Nicaragua","Non-OECD Americas",1988,1.92168,3.968,12.486,77.2292
"2645","Panama","Non-OECD Americas",1988,2.389474,2.369,17.235,66.0709
"2646","Paraguay","Non-OECD Americas",1988,1.843823,3.994,22.382,121.5681
"2647","Peru","Non-OECD Americas",1988,21.257405,20.91,135.287,455.5872
"2648","Suriname","Non-OECD Americas",1988,NA,NA,NA,NA
"2649","Trinidad and Tobago","Non-OECD Americas",1988,7.720881,1.205,13.946,229.959
"2650","Uruguay","Non-OECD Americas",1988,4.274079,3.069,29.57,98.3451
"2651","Venezuela","Non-OECD Americas",1988,84.887557,18.912,288.886,1538.5758
"2652","Other Non-OECD Americas","Non-OECD Americas",1988,11.518282,2.961,27.833,178.2429
"2653","Bahrain","Middle East",1988,10.121065,0.465,16.41,204.3827
"2654","Islamic Rep. of Iran","Middle East",1988,147.423292,53.036,464.403,2363.8151
"2655","Iraq","Middle East",1988,49.311032,16.658,128.977,797.6903
"2656","Jordan","Middle East",1988,8.408629,3.087,25.082,123.5438
"2657","Kuwait","Middle East",1988,52.341105,2.003,83.781,844.6622
"2658","Lebanon","Middle East",1988,5.471408,2.669,28.58,82.8763
"2659","Oman","Middle East",1988,6.625656,1.679,55.736,92.4442
"2660","Qatar","Middle East",1988,12.041007,0.445,37.108,270.835
"2661","Saudi Arabia","Middle East",1988,138.352253,15.239,522.674,2632.4717
"2662","Syrian Arab Republic","Middle East",1988,24.433504,11.73,51.521,387.9145
